,dependent1,dependent2,D/E1,D/E2,D/P,D/Y,E1/P,E2/P,B/M,SVAR1,SVAR2,INF,NTIS,TO,M0G,M1G,M2G
2014-01-01,-0.029237,-0.033335000000000004,-1.4526540490000002,-1.1960427809999998,-3.461091815,-3.4802827780000003,-2.008437766,-2.265049034,0.844448015,0.001951035,0.001830526,0.0028,0.1815685439325752,13.55633295,0.037794534,0.02176039,0.025265457999999998
2014-02-01,0.011590000000000001,0.010883,-1.467400464,-1.211409596,-3.4772077880000003,-3.460213775,-2.009807324,-2.265798192,0.8302187040000001,0.002273587,0.0020841329999999997,0.01,0.18790713159011974,17.00857986,0.305835617,-0.10477089199999999,0.015360006
2014-03-01,-0.023504,-0.019012,-1.485067378,-1.229677601,-3.459447108,-3.479490621,-1.97437973,-2.229769507,0.84702709,0.002835049,0.002684491,0.0053,0.1917114491254276,18.85900792,-0.18522559,0.071859841,0.0073337490000000005
2014-04-01,-0.008112000000000001,-0.007735,-1.4826054380000002,-1.228240313,-3.44374199,-3.448344535,-1.961136552,-2.215501677,0.8791259159999999,0.0018615320000000002,0.00178894,-0.0049,0.19259584335513202,16.13923971,-0.06404989,0.029450032999999997,0.025558887000000002
2014-05-01,0.010275,0.009932999999999999,-1.482443899,-1.229084923,-3.4424761810000004,-3.435013839,-1.9600322819999998,-2.213391258,0.872589994,0.00128838,0.001199438,-0.0034,0.19116397640691848,12.22405955,0.004907311,-0.044695797,0.007000411999999999
2014-06-01,0.021307,0.020205,-1.258413623,-1.00604279,-3.221315031,-3.2099520569999997,-1.962901408,-2.21527224,0.862730897,0.001265282,0.001182073,0.001,0.19440441835317332,13.21442547,-0.009629358000000001,0.020115064,0.011534175
2014-07-01,0.08505800000000001,0.08747100000000001,-1.401695924,-1.149193642,-3.4357150030000003,-3.357183927,-2.034019078,-2.28652136,0.8363471809999999,0.001559465,0.0015327,-0.0013,0.19615951515520902,22.24451829,-0.018949853,0.031283957,0.023084986000000002
2014-08-01,0.017193,0.012225,-1.412506489,-1.159874668,-3.461962554,-3.439166717,-2.049456065,-2.302087886,0.817497609,0.001443324,0.0014147139999999999,0.0005,0.2119716065436647,24.32016422,0.006943682,-0.071323789,-0.012680326
2014-09-01,0.07735399999999999,0.074771,-1.3741682919999998,-1.1214088009999998,-3.505520578,-3.416319263,-2.131352286,-2.3841117769999998,0.747733524,0.002040499,0.0019807410000000003,0.0018,0.19156494926061887,27.17044476,0.011353961999999999,0.031733406,0.0027212409999999997
2014-10-01,0.019584,0.021103999999999998,-1.42351174,-1.1706161640000001,-3.5534454380000002,-3.5441283269999997,-2.1299336980000003,-2.382829273,0.748421552,0.001601861,0.001587699,0.0045,0.21021715889291603,23.03392854,0.014610581000000001,-0.016504848,0.0038015329999999997
2014-11-01,0.088939,0.09324600000000001,-1.43323277,-1.180203968,-3.64816432,-3.5525448010000003,-2.214931551,-2.467960352,0.680172792,0.0020221220000000003,0.002096874,0.0003,0.20500998927596734,29.11684363,-0.019599778999999998,0.021792385,-0.002341915
2014-12-01,0.14548,0.16328,-1.4431553330000002,-1.1899960729999999,-3.805353272,-3.647576851,-2.362197939,-2.6153571980000003,0.580895252,0.010245951,0.011138558,-0.0022,0.20268238470148153,46.18091445,0.012946243,0.009348136,0.007813005999999999
2015-01-01,0.012018000000000001,0.005563,-1.4481345509999999,-1.195007015,-3.8235158119999997,-3.802641902,-2.375381261,-2.628508797,0.5940452420000001,0.010706017,0.01169338,0.0035,0.3962048137241983,28.46115664,0.031160947999999997,0.02194544,0.016356746000000002
2015-02-01,0.042032,0.038047000000000004,-1.456543612,-1.2034473159999999,-3.864590558,-3.824292978,-2.408046946,-2.661143242,0.5705825760000001,0.002684549,0.002782115,0.0026,0.4061622209603761,15.07326958,0.04614999,-0.038467975,0.011670224
2015-03-01,0.153894,0.14635499999999999,-1.46496948,-1.211903951,-4.026114315,-3.8654423369999997,-2.561144835,-2.8142103639999996,0.48589178,0.003815565,0.003933151,0.0119,0.39070559402547045,33.63087929,0.156338953,-0.039422595,0.011805053000000001
2015-04-01,0.174478,0.17628,-1.4476027569999999,-1.1923998279999999,-4.173528645,-4.008937952,-2.725925888,-2.981128817,0.434781009,0.006472927,0.006246623000000001,-0.0055,0.36035710556123923,36.86853891,-0.150163993,0.047556456,0.014277541000000001
2015-05-01,0.09170299999999999,0.065647,-1.4290220580000002,-1.171676334,-4.242314747,-4.155138342,-2.81329269,-3.070638413,0.39848349200000005,0.014239213,0.014024901000000001,-0.002,0.3576756215685343,30.18073587,-0.019004901,-0.010724876999999999,0.00427054
2015-06-01,-0.081234,-0.071031,-1.582017662,-1.322523724,-4.314970659,-4.395500783999999,-2.732952997,-2.9924469339999997,0.431900915,0.027445202999999998,0.027290211,-0.0017,0.5234819503819717,38.06524182,-0.027915441000000003,0.022348864,0.020751814
2015-07-01,-0.152303,-0.151109,-1.425571196,-1.165244682,-3.957081965,-4.153896506000001,-2.531510769,-2.7918372839999996,0.557978634,0.043681488,0.040323446,0.0003,0.630524285706042,45.81136572,-0.007984731,0.017972245,0.019901008
2015-08-01,-0.143398,-0.137602,-1.433663034,-1.1725109120000001,-3.803325881,-3.9605674339999997,-2.369662847,-2.6308149690000002,0.6529902670000001,0.040276373,0.038716167,0.0031,0.7242027398831391,38.57524062,0.006935429,-0.046197173,0.014876196999999999
2015-09-01,-0.059736000000000004,-0.05946900000000001,-1.4666398109999998,-1.204668962,-3.77507973,-3.83171741,-2.308439919,-2.570410768,0.691041517,0.0151555,0.013354719,0.0048,0.7479595593944626,26.61419827,0.000865639,0.035703188999999996,0.002732063
2015-10-01,0.138975,0.13253199999999998,-1.4752250669999998,-1.213819351,-3.917156185,-3.7670543380000003,-2.441931119,-2.703336835,0.619499262,0.008511972,0.007557332,0.001,0.6298207270190158,25.45755214,0.033205528,-0.022914561,0.002149065
2015-11-01,0.038816,0.030632999999999997,-1.4891118019999998,-1.228252597,-3.983756235,-3.9147036839999996,-2.494644434,-2.755503638,0.578164805,0.009482517,0.008927163,-0.0029,0.58836817365655,30.892362,-0.018394624,0.026780089,0.00088
2015-12-01,0.03857,0.038709,-1.50152725,-1.241196841,-4.064395083,-3.9800951319999998,-2.5628678330000003,-2.8231982419999997,0.531423368,0.0038482720000000002,0.003896062,-0.0001,0.5703152131411825,22.11754096,0.0071412559999999995,0.000176553,0.009504120999999999
2016-01-01,-0.25241399999999997,-0.245811,-1.4966442819999999,-1.235073127,-3.774367575,-4.066621712,-2.277723293,-2.539294447,0.7327273129999999,0.031071791,0.029070587000000002,0.005,0.4978505888469003,21.788510199999997,0.047877047,0.00297198,0.013335288
2016-02-01,-0.020984,-0.019883,-1.4866691669999998,-1.22383786,-3.7530219660000004,-3.771552965,-2.266352799,-2.5291841059999998,0.746432071,0.010884201999999999,0.010195395999999999,0.005,0.4839820531678827,16.63400475,0.14727042,-0.005141954000000001,0.0172677
2016-03-01,0.13784200000000002,0.133969,-1.478267601,-1.214156273,-3.88754607,-3.7518325480000003,-2.409278469,-2.673389797,0.651704406,0.007902786,0.007111401,0.016,0.3878320731198677,24.27417906,-0.042812132999999995,-0.07816224599999999,0.005859644000000001
2016-04-01,-0.022591,-0.020829,-1.4886167209999999,-1.22353382,-3.884825343,-3.8985938210000004,-2.396208621,-2.661291523,0.69523704,0.0028703170000000003,0.0025532420000000003,-0.0043,0.36124544393423036,19.15920922,-0.068714818,0.097503748,0.015147458
2016-05-01,-0.008145,-0.006834000000000001,-1.487161631,-1.221104849,-3.886855337,-3.8840693710000003,-2.399693707,-2.665750488,0.6933028290000001,0.004958527,0.00449977,-0.0018,0.33776480436207695,15.06191131,-0.0038365870000000002,-0.043928744000000006,-0.000683475
2016-06-01,0.023758,0.018609999999999998,-1.3523825809999999,-1.0853496059999999,-3.7847194060000002,-3.752775896,-2.432336824,-2.6993697999999995,0.671506286,0.00291995,0.00255244,-0.0046,0.17221533414381524,16.88819955,-0.025192238,0.021313754,0.01140701
2016-07-01,0.014412000000000001,0.018580000000000003,-1.455133634,-1.188855703,-3.909307455,-3.886863087,-2.45417382,-2.720451752,0.680654627,0.001892669,0.0017071170000000002,-0.0013,0.17904025913434013,19.66852346,0.000608149,0.019723914,0.019700907
2016-08-01,0.039602,0.040034,-1.423157349,-1.157632977,-3.926985143,-3.8767241660000002,-2.503827795,-2.769352167,0.647289759,0.0015124679999999999,0.001423066,0.0019,0.2502891558574945,17.87746027,0.007276792,-0.047309918,0.000715797
2016-09-01,-0.02302,-0.020612000000000002,-1.42634504,-1.1615727470000001,-3.9191714089999996,-3.9295662000000005,-2.492826369,-2.757598662,0.6540532929999999,0.001396591,0.0013033419999999999,0.0006,0.29001823855974307,13.13084408,0.002823977,0.027808418999999997,0.013022746000000002
2016-10-01,0.030219,0.028997000000000002,-1.426666107,-1.164249224,-3.966139604,-3.9258704539999996,-2.539473497,-2.8018903789999996,0.640065575,0.0007556819999999999,0.000721447,0.0067,0.30209468876423096,12.12031306,0.025434207,-0.026657052999999997,0.0035590009999999996
2016-11-01,0.040507999999999995,0.043315,-1.419141623,-1.159104844,-4.018960832,-3.965034038,-2.599819209,-2.859855988,0.606463071,0.0008046430000000001,0.000802839,-0.0012,0.31770225476757175,20.10400332,-0.013119842,0.024892487999999997,0.00206079
2016-12-01,-0.051173,-0.045863,-1.413167443,-1.155535858,-3.980660353,-4.019447039,-2.56749291,-2.8251244939999998,0.630447904,0.001915298,0.0016518939999999999,0.0014,0.3106700557974681,15.67158363,0.010722896,-0.0030486999999999997,0.007204189000000001
2017-01-01,0.003832,0.012816999999999999,-1.429977681,-1.1746788259999998,-4.001594996000001,-3.98110988,-2.571617315,-2.82691617,0.652661467,0.000858468,0.000688558,0.0022,0.3780860418113211,10.78682783,0.052391130999999994,0.002060815,0.012829453999999999
2017-02-01,0.033780000000000004,0.02493,-1.448687906,-1.195642109,-4.039924725,-4.004207881,-2.591236819,-2.844282616,0.629761845,0.000606334,0.000583689,0.01,0.39791036594154056,12.53832492,0.26784343,-0.0522941,0.016695361000000002
2017-03-01,-0.007514,-0.005921,-1.460443241,-1.209574848,-4.0404844419999995,-4.035837744,-2.580041201,-2.830909595,0.62684232,0.000697,0.0006075519999999999,-0.0017,0.4356010837896895,15.53660372,-0.171722387,0.037304437,0.004421142
2017-04-01,-0.028049,-0.022897,-1.477997755,-1.230542946,-4.015391503,-4.039523496,-2.537393747,-2.7848485569999997,0.674591396,0.001167214,0.001021898,-0.0032,0.47566473724169156,14.57693986,-0.043534652,0.017223472,0.010547958
2017-05-01,-0.026417000000000003,-0.016881,-1.473846222,-1.229671014,-3.96450622,-3.993061108,-2.490659998,-2.734835206,0.694131939,0.000982512,0.000825804,0.0007,0.5082739587500132,12.84028763,-0.0030967629999999998,-0.022805574,-0.0020490639999999997
2017-06-01,0.040204000000000004,0.041967000000000004,-1.5093345580000002,-1.2683127220000001,-4.018690679,-3.982140274,-2.509356121,-2.750377957,0.669219194,0.000929476,0.000797143,-0.0011,0.500945793118432,12.93480461,-0.015489824,0.009782038,0.003150064
2017-07-01,0.023545,0.033306999999999996,-1.389464861,-1.150534033,-3.897254878,-3.881687635,-2.507790017,-2.746720845,0.6879200320000001,0.001171748,0.00094213,-0.0015,0.5077141927349987,16.00240397,-0.005280091999999999,0.015210555,0.018685434
2017-08-01,0.026538,0.023599000000000002,-1.395384841,-1.158471018,-3.919472189,-3.8863301239999997,-2.524087348,-2.761001171,0.665494606,0.001157395,0.001118733,0.0011,0.4605611254245226,18.15054336,0.002259854,-0.027375517000000002,-0.001401289
2017-09-01,0.004208,0.005141,-1.39825094,-1.163283985,-3.932783824,-3.905772605,-2.534532884,-2.769499839,0.647759389,0.00028115700000000003,0.000237512,0.0042,0.45199237276373355,15.57327165,0.006285626999999999,0.014442771,0.009920199000000001
2017-10-01,0.012997,0.015359000000000001,-1.41061358,-1.176551049,-3.947685351,-3.9317006830000003,-2.537071771,-2.7711343019999997,0.643179672,0.000391887,0.000285904,0.0054,0.44990393719075894,10.18718113,0.032531729,-0.015429556,0.006385694
2017-11-01,-0.031748,-0.023773,-1.4266240209999999,-1.193441288,-3.93101555,-3.9504284039999997,-2.504391529,-2.7375742610000002,0.655787608,0.001497045,0.001359091,0.0011,0.454503548029548,14.60131175,-0.021761775,0.016152773,-0.0013456310000000001
2017-12-01,-0.002796,0.0005139999999999999,-1.441657281,-1.209330714,-3.93976199,-3.932955143,-2.498104709,-2.730431276,0.65133892,0.0009590369999999999,0.000929252,0.0001,0.46493684709288047,10.75061031,0.005752094,0.002560128,0.010027155
2018-01-01,0.033392000000000005,0.043774,-1.454766226,-1.224714273,-3.9721861689999995,-3.935056485,-2.517419943,-2.7474718960000004,0.653209299,0.0009187280000000001,0.000931685,0.003,0.4089073467986086,15.63018397,0.029471712,-0.0028708690000000003,0.012108835
2018-02-01,-0.057866999999999995,-0.060285000000000005,-1.471990299,-1.244129133,-3.9203611539999996,-3.9719076,-2.448370856,-2.6762320219999998,0.687762822,0.004986366,0.004932293,0.006,0.4102642073087346,9.700740608,0.056488882000000004,-0.016356373,0.018091651
2018-03-01,-0.019229,-0.023777,-1.491556308,-1.2658066559999999,-3.90279347,-3.922725602,-2.411237162,-2.636986814,0.701608934,0.002701067,0.002429584,0.012,0.3918415312270121,14.18687302,0.09094708900000001,-0.047250420999999994,0.004797528
2018-04-01,-0.035351,-0.034049,-1.50449584,-1.2791772959999999,-3.874884179,-3.904480808,-2.3703883390000002,-2.595706883,0.7558767209999999,0.002079315,0.002037203,-0.011000000000000001,0.3769980788085103,10.91674589,-0.107236056,0.060828558,0.006239978
2018-05-01,0.00337,0.003036,-1.434701945,-1.209804789,-3.803516153,-3.7939632939999997,-2.3688142080000003,-2.593711363,0.748690317,0.002084889,0.0020146120000000003,-0.002,0.34956205275061764,11.94782557,-0.016730341,-0.008935714,-0.001250531
2018-06-01,-0.08379299999999999,-0.079218,-1.409416015,-1.184930852,-3.688584488,-3.767225681,-2.279168473,-2.503653636,0.8099452309999999,0.004314995,0.0037980920000000003,-0.002,0.4164875212395783,11.15788404,-0.023807115,-0.002066241,0.003096111
2018-07-01,0.007365000000000001,0.013678999999999998,-1.410347754,-1.186053527,-3.681099077,-3.676721067,-2.270751324,-2.495045551,0.832657647,0.00356239,0.0034688159999999996,-0.001,0.3962087492559137,13.44017778,-0.002658189,0.031994088999999996,0.015555702
2018-08-01,-0.062664,-0.056215,-1.41140447,-1.18729635,-3.622482342,-3.6695222839999997,-2.2110778719999997,-2.435185992,0.8727616640000001,0.004513321,0.0043031020000000005,0.003,0.38485824808399166,13.25620521,-0.000844147,-0.047029706,0.0033995059999999996
2018-09-01,0.022868,0.027514999999999998,-1.4123672669999998,-1.188440606,-3.644192667,-3.610969247,-2.2318254,-2.455752061,0.844241921,0.002298064,0.002343746,0.006999999999999999,0.3650371961117556,10.16372156,0.0035207990000000002,0.016626624,0.007023056
2018-10-01,-0.08841900000000001,-0.087096,-1.4226564659999998,-1.1985780259999999,-3.5499474760000003,-3.63873881,-2.12729101,-2.35136945,0.935980367,0.010053533,0.009712397,0.006999999999999999,0.3924748924610303,13.11443907,0.021194694,-0.002705245,0.007265258
2018-11-01,0.004081,0.00365,-1.435923134,-1.2116975620000001,-3.573022152,-3.547715095,-2.137099019,-2.361324591,0.9125906690000001,0.0035998609999999998,0.003441531,0.002,0.39230252359309997,20.01915541,-0.016106268,0.002422562,-0.003387968
2018-12-01,-0.042921,-0.043183,-1.4468106619999999,-1.222442394,-3.531464797,-3.568647191,-2.084654135,-2.309022403,0.9471617090000001,0.0022455229999999997,0.002185987,-0.003,0.328966070268719,13.27362664,0.006514065,0.00335388,0.009809451
2019-01-01,0.029475,0.035442,-1.456672143,-1.231631655,-3.5724705410000004,-3.5348045439999995,-2.115798398,-2.340838886,0.946155537,0.001595644,0.0015939510000000001,0.0,0.41845249156675063,16.66764461,0.037485492,0.008824172,0.00748364
2019-02-01,0.157747,0.14746700000000001,-1.46029588,-1.234591411,-3.7190411039999995,-3.569614802,-2.258745225,-2.4844496940000003,0.81483095,0.00560765,0.005431941,0.005,0.34824375342927055,18.95342349,0.194816715,-0.026025737,0.021454076000000002
2019-03-01,0.064887,0.060726999999999996,-1.466901129,-1.240540768,-3.786174227,-3.719208591,-2.319273097,-2.545633458,0.762052182,0.006628884,0.006205537,0.01,0.328775956841814,33.37716706,-0.091298084,-0.022848134,0.000799663
2019-04-01,-0.013603,-0.006683,-1.436070107,-1.205273049,-3.765033165,-3.7761939389999997,-2.3289630580000003,-2.559760116,0.791880624,0.003528832,0.0034513509999999996,-0.004,0.33384134520560765,28.83620677,-0.057157401,0.07247724900000001,0.011772713999999998
2019-05-01,-0.061147,-0.061514,-1.417377885,-1.181932078,-3.7061517860000004,-3.767635706,-2.288773901,-2.524219708,0.842096464,0.007623407,0.007250559,0.001,0.3730753127032288,18.43193578,-0.013021076000000001,-0.051379644,-0.002509675
2019-06-01,0.030577999999999998,0.033829000000000005,-1.329390568,-1.08906833,-3.666211397,-3.639922584,-2.336820828,-2.5771430669999997,0.820247202,0.002452345,0.002304309,0.0,0.3509778844783971,15.57781634,-0.015781627,0.019632268,0.003440055
2019-07-01,-0.003975,-0.004657,-1.34610155,-1.106506411,-3.667364215,-3.672153642,-2.321262665,-2.560857803,0.8573496820000001,0.002066939,0.001912319,-0.001,0.41872673394255155,15.17453999,-0.0029877009999999997,0.035957397,0.01597252
2019-08-01,-0.011465000000000001,-0.012931999999999999,-1.3517752230000002,-1.112891262,-3.657987865,-3.662383883,-2.3062126419999998,-2.545096603,0.8611269020000001,0.002233257,0.0021370539999999998,0.004,0.5303821791211178,15.45006877,0.001491989,-0.068688842,-0.00101458
2019-09-01,0.005071,0.004143,-1.3664902669999999,-1.128302079,-3.6711255130000002,-3.662161217,-2.304635245,-2.542823433,0.853442003,0.001500332,0.001354789,0.006999999999999999,0.5048265324726934,17.06176354,0.006374731999999999,0.032601137,0.008378411
2019-10-01,0.008923,0.010748,-1.372961735,-1.1378680190000001,-3.6863313069999997,-3.673747454,-2.313369571,-2.548463288,0.851907258,0.00090608,0.000814842,0.009000000000000001,0.5163334089950607,11.43892136,0.01335742,-0.0061792819999999995,0.008658292
2019-11-01,-0.018734,-0.016923,-1.375217395,-1.143185025,-3.6706751580000003,-3.684752202,-2.295457763,-2.527490133,0.863984399,0.001076686,0.001066084,0.009000000000000001,0.560152588105097,13.01574777,-0.009906306,0.001195219,-0.003406293
2019-12-01,0.066663,0.06527100000000001,-1.381083214,-1.152079609,-3.7516503130000003,-3.672720862,-2.370567099,-2.599570704,0.798412405,0.001183462,0.001105125,0.004,0.6469282864349513,16.61518407,0.007880837,0.005974821999999999,0.008135797
